Twitter Account,Tweet,Tweet Date,Signal Generation Date,Signal Message,Token Mentioned,Token ID,Price at Tweet,Highest price in a day,Highest price in a week,Highest price in a month,Current Price,TP1,TP2,SL,Exit Price,P&L
dippy_eth,https://x.com/dippy_eth/status/1832072437007073644,06/09/2024,7-9-2024,"🚀 Bullish Alert 🚀

🏛️ Token: Reform DAO ($RFRM)
📈 Signal: Buy
🎯 Targets:
TP1: $0.70
TP2: $0.21 (DCA zone)
🛑 Stop Loss: $0.21

💡 Trade Tip:
Price consolidates in an uptrend post-CEX listings, with strong fundamentals (200M+ trades, $4.1B volume). Accumulate near $0.21 support for mid-long term upside targeting ATH. Monitor volume for trend confirmation.",Reform DAO (RFRM),reform-dao,0.2327,0.2327,0.2484,0.2756,0.1068,0.7,0.21,0.21,,
dippy_eth,https://x.com/dippy_eth/status/1833906292475208192,11/09/2024,12-9-2024,"🚀 Bullish Alert 🚀

🏛️ Token: Ethervista ($VISTA)
📈 Signal: Buy
🎯 Targets:
TP1: $17.54
TP2: $21.19
🛑 Stop Loss: $12.00

💡 Trade Tip:
Anticipate a rebound correlated with ETH/BTC pairing recovery. Deflationary tokenomics (1M cap, burn mechanism) support long-term scarcity. Monitor $BONZI, $CLIPPY ecosystem tokens for momentum signals. Accumulate on dips below $14 with ETH-linked upside potential.",Ethervista (VISTA),ethervista,14.0029,14.0029,17.5164,18.1694,7.914,17.54,21.19,12,,
dippy_eth,https://x.com/dippy_eth/status/1842248279276306693,04/10/2024,5-10-2024,"🚀 Bullish Alert 🚀

🏛️ Token: Strawberry AI ($BERRY)
📈 Signal: Buy
🎯 Targets:
TP1: $0.35
TP2: $0.50
🛑 Stop Loss: $0.23

💡 Trade Tip:
Price shows strong momentum (+13.95% daily) with rising volume. Accumulate dips toward $0.24 support for AI narrative upside. Maintain tight stop-loss to protect gains. Watch for sustained volume growth to validate $1 long-term target.",Strawberry AI (BERRY),strawberry-ai,0.2744,0.2744,0.2394,0.1894,0.0747,0.35,0.5,0.23,,
dippy_eth,https://x.com/dippy_eth/status/1843212027470229962,07/10/2024,8-10-2024,"🚀 Bullish Alert 🚀

🏛️ Token: Zegent AI ($ZGEN)
📈 Signal: Buy
🎯 Targets:
TP1: $0.00150
TP2: $0.00200
🛑 Stop Loss: $0.00060

💡 Trade Tip:
First-mover advantage as browser-integrated crypto AI agent with 39.7% volume surge post-updates. Target sub-2M MCAP opportunities during UI/UX rollout phases. Set stops below $0.0006 to hedge against volatility. Accumulate dips with active development pipeline signaling growth potential.",Zegent AI (ZGEN),zegent-ai,0.0007,0.0007,0.0009,0.0009,0.0003,0.0015,0.002,0.0006,,
dippy_eth,https://x.com/dippy_eth/status/1843257292017586301,07/10/2024,8-10-2024,"🚀 Bullish Alert 🚀

🏛️ Token: tao.bot (TAOBOT)
📈 Signal: Buy
🎯 Targets:
TP1: $0.12
TP2: $0.15
🛑 Stop Loss: $0.095

💡 Trade Tip:
TAOBOT shows bullish momentum with a 7.92% price surge and 366.62% volume spike, aligning with ecosystem growth tied to $TAO. Dips are highlighted as accumulation opportunities. Target breakout levels while managing risk with a tight stop loss. Monitor Bittensor subnet activity for confirmation.",tao.bot (TAOBOT),tao-bot,0.1005,0.1084,0.1201,0.0967,0.1485,0.12,0.15,0.095,,
dippy_eth,https://x.com/dippy_eth/status/1852216673165570057,01/11/2024,2-11-2024,"⏳ Hold Steady ⏳

🏛️ Token: Uranus (URS)
📈 Signal: Hold
🎯 Targets:
TP1: $0.0044
TP2: $0.0050
🛑 Stop Loss: $0.0035

💡 Trade Tip:
URS shows a 12.4% price drop with declining volume (-30.67%) and market cap (-14.02%), indicating weak momentum. While the tweet suggests accumulation during dips, wait for confirmation of reversal via volume recovery or team updates before re-entry. Maintain tight stop loss to mitigate downside risk.",Uranus (URS),uranus-3,0.0044,0.0039,0.0041,0.0032,0.0002,0.0044,0.005,0.0035,,
dippy_eth,https://x.com/dippy_eth/status/1859995238464663929,22/11/2024,23-11-2024,"🚀 Bullish Alert 🚀

🏛️ Token: NodelyAI ($NODE)
📈 Signal: Buy
🎯 Targets:
TP1: $0.0005
TP2: $0.0008
🛑 Stop Loss: $0.0003

💡 Trade Tip:
$NODE surged 37.6% with a 462% volume spike, reflecting strong momentum post-GPU marketplace launch and business registration. Team execution (liquidity additions, pre-launch utility) and upcoming marketing suggest growth toward ATH. Target breakout levels while managing volatility risks. Monitor marketplace adoption and GPU partnerships for sustained upside.",NodelyAI (NODE),nodelyai,0.0004,0.0004,0.0022,0.0163,0.000049,0.0005,0.0008,0.0003,,
dippy_eth,https://x.com/dippy_eth/status/1863979249444475258,03/12/2024,4-12-2024,"🚀 Bullish Alert 🚀

🏛️ Token: Solidus Ai Tech (AITECH)
📈 Signal: Buy
🎯 Targets:
TP1: $0.16
TP2: $0.18
🛑 Stop Loss: $0.13

💡 Trade Tip:
AITECH shows a 5.17% price gain with modest market cap growth (+5.1%), though volume dipped -14.57%. Technical momentum suggests accumulation phase. Target breakout levels while monitoring volume recovery for confirmation. Use tight stop loss to hedge against volatility in low-volume conditions.",Solidus Ai Tech (AITECH),solidus-aitech,0.1432,0.1432,0.1489,0.1229,0.0301,0.16,0.18,0.13,,
dippy_eth,https://x.com/dippy_eth/status/1864673933397561783,05/12/2024,6-12-2024,"🚀 Bullish Alert 🚀

🏛️ Token: LinqAI (LNQ)
📈 Signal: Buy
🎯 Targets:
TP1: $0.25
TP2: $0.30
🛑 Stop Loss: $0.18

💡 Trade Tip:
LNQ shows a 14.3% price dip but aligns with bullish AI sector sentiment and a $100M market cap target. Recent volume decline (-51%) suggests caution, but project fundamentals (SaaS revenue sharing, 5k+ holders) support upside. Target breakout above resistance levels while hedging with stop loss. Monitor AI adoption metrics and EarnAI revenue distributions for momentum confirmation.",LinqAI (LNQ),linqai,0.2016,0.2016,0.2154,0.1775,0.0341,0.25,0.3,0.18,,
cryptoo_doctor,https://x.com/cryptoo_doctor/status/1866203260337475709,10/12/2024,11-12-2024,"🚀 Bullish Alert 🚀

🏛️ Token: Velo (VELO)
📈 Signal: Buy
🎯 Targets:
TP1: $0.028
TP2: $0.032
🛑 Stop Loss: $0.022

💡 Trade Tip:
VELO dipped -7.69% post +130% monthly surge, with volume down -18.03%. Protocol fundamentals (collateralized stablecoins, cross-border utility) support long-term upside. Target retest of recent highs if momentum resumes. Set tight stop loss to manage volatility risks. Monitor ecosystem adoption and partnership updates for breakout confirmation.",Velo (VELO),velo,0.0269,0.0269,0.0336,0.0325,0.0142,0.028,0.032,0.022,,
cryptoo_doctor,https://x.com/cryptoo_doctor/status/1867353503469130008,13/12/2024,14-12-2024,"🚀 Bullish Alert 🚀

🏛️ Token: Non-Playable Coin (NPC)
📈 Signal: Buy
🎯 Targets:
TP1: $0.06
TP2: $0.07
🛑 Stop Loss: $0.03
⏳ Timeline: 24-48 hours

💡 Trade Tip:
The 2HR double bottom pattern suggests bullish reversal potential, reinforced by a 44% volume surge. Target $0.06-$0.07 (70-100% upside) with tight risk management. Monitor for breakout confirmation above $0.036 resistance. Consider trailing stops after TP1, as meme coins like NPC often exhibit high volatility",Non-Payable Coin (NPC),non-playable-coin,0.0322,0.0322,0.0378,0.0297,0.0082,0.06,0.07,0.03,,
cryptoo_doctor,https://x.com/cryptoo_doctor/status/1867355840447230275,13/12/2024,14-12-2024,"🚀 Bullish Alert 🚀

🏛️ Token: Solana (SOL)
📈 Signal: Buy
🎯 Targets:
TP1: $260
TP2: $300
🛑 Stop Loss: $200
⏳ Timeline: 24-48 hours

💡 Trade Tip:
Bounce from support aligns with bullish reversal potential, but confirm breakout above $260 resistance for momentum. Volume decline (-21%) suggests caution; wait for increased buying pressure to validate upward move. Maintain tight stop loss below key support, considering market volatility. Trailing stops recommended after TP1 to lock gains during potential meme-driven volatility",Solana (SOL),solana,227.0257,227.0257,224.5955,218.421,133.9252,260,300,200,,
cryptoo_doctor,https://x.com/cryptoo_doctor/status/1867624769367290292,13/12/2024,14-12-2024,"🚀 Bullish Alert 🚀

🏛️ Token: Ispolink (ISP)
📈 Signal: Buy
🎯 Targets:
TP1: $0.0030
TP2: $0.0075
🛑 Stop Loss: $0.0012
⏳ Timeline: Short to Medium Term

💡 Trade Tip:
Retesting 200 EMA after a higher high suggests potential bullish momentum. Monitor volume for confirmation of breakout. Accumulation phase completion could amplify upside. Maintain strict risk management with defined stop loss.",Ispolink (ISP),ispolink,0.0016,0.0016,0.0015,0.0012,0.0004,0.003,0.0075,0.0012,,
cryptoo_doctor,https://x.com/cryptoo_doctor/status/1872303461276246144,26/12/2024,27-12-2024,"🚀 Bullish Alert 🚀

🏛️ Token: Sekuya Multiverse (SKYA)
📈 Signal: Buy
🎯 Targets:
TP1: $0.024
TP2: $0.035
🛑 Stop Loss: $0.015
⏳ Timeline: Short to Medium Term

💡 Trade Tip:
Dips after parabolic moves often present accumulation opportunities. Monitor volume spikes for trend reversal confirmation. $100M market cap target implies significant upside potential. Maintain disciplined risk management with trailing stops above key support levels.",Sekuya (SKYA),sekuya-2,0.021,0.021,0.0219,0.0252,0.0036,0.024,0.035,0.015,,
AltcoinLevi,https://x.com/AltcoinLevi/status/1833161294372815275,09/09/2024,10-9-2024,"🚀 Bullish Alert 🚀

🏛️ Token: Realio Network Token (RIO)
📈 Signal: Buy
🎯 Targets:
TP1: $1.50
TP2: $2.50
🛑 Stop Loss: $0.50
⏳ Timeline: Medium to Long Term

💡 Trade Tip:
Positioned in the $16T tokenization market with SEC compliance and staking rewards. Recent 15% price surge and 45% volume growth signal bullish momentum. Focus on holding through platform adoption milestones. Use stop loss to hedge against market volatility.",Realio Network Token (RIO),realio-network,0.6612,0.6612,0.8576,1.3692,0.2016,1.5,2.5,0.5,,
AltcoinLevi,https://x.com/AltcoinLevi/status/1833470661773464040,10/09/2024,11-9-2024,"🚀 Bullish Alert 🚀

🏛️ Token: Oasis (ROSE)
📈 Signal: Buy
🎯 Targets:
TP1: $0.07
TP2: $0.10
🛑 Stop Loss: $0.045
⏳ Timeline: Medium to Long Term

💡 Trade Tip:
Strategic AI/Web3 partnerships and ROFL framework enhance privacy-focused AI utility. Recent 4% price rise with stable volume suggests bullish momentum. Prioritize accumulation during consolidations near dual-layer architecture support levels. Secure gains with trailing stops post-TP1 breakout.",Oasis (ROSE),oasis-network,0.0537,0.0558,0.0613,0.0808,0.0314,0.07,0.1,0.045,,
AltcoinLevi,https://x.com/AltcoinLevi/status/1833596471578399122,11/09/2024,12-9-2024,"🚀 Bullish Alert 🚀

🏛️ Token: Dynex (DNX)
📈 Signal: Buy
🎯 Targets:
TP1: $0.40
TP2: $0.60
🛑 Stop Loss: $0.25
⏳ Timeline: Medium to Long Term

💡 Trade Tip:
Recent dip (-5%) after PoUW adoption offers accumulation opportunity. Monitor volume spikes for reversal confirmation. Neuromorphic computing positioning in $5.5B+ markets supports upside potential. Maintain stop loss below key support to mitigate short-term volatility risks.",Dynex (DNX),dynex,0.3261,0.3261,0.3356,0.4482,0.0448,0.4,0.6,0.25,,
AltcoinLevi,https://x.com/AltcoinLevi/status/1842139762552893805,04/10/2024,5-10-2024,"🚀 Bullish Alert 🚀

🏛️ Token: Mock Capital ($MOCK)
📈 Signal: Buy
🎯 Targets:
TP1: $9.50
TP2: $12.50
🛑 Stop Loss: $6.00
⏳ Timeline: 1-2 weeks

💡 Trade Tip:
$MOCK’s social trading ecosystem and AI integrations drive bullish momentum, with volume up 108.9% and price surging 66.44%. Secure partial profits at TP1, trail stops above $7.50, and monitor Discord/Telegram adoption for sustained demand.",Mock Capital (MOCK),mock-capital,4.5303,7.5403,6.7807,5.7723,0.017,9.5,12.5,6,,
AltcoinLevi,https://x.com/AltcoinLevi/status/1842954096011039078,06/10/2024,7-10-2024,"🚀 Bullish Alert 🚀

🏛️ Token: Kaspa ($KAS)
📈 Signal: Buy
🎯 Targets:
TP1: $0.1565
TP2: $0.1707
🛑 Stop Loss: $0.1280
⏳ Timeline: 1-2 weeks

💡 Trade Tip:
$KAS’s GHOSTDAG protocol and 400+ TPS scalability drive long-term potential despite recent -3.81% dip. Volume up 24.7% signals accumulation. Buy dips above $0.135, take partial profits at TP1, and trail stops. Monitor smart contract adoption and mining decentralization progress.",Kaspa (KAS),kaspa,0.1422,0.1422,0.1402,0.1378,0.0785,0.1565,0.1707,0.128,,
AltcoinLevi,https://x.com/AltcoinLevi/status/1848014368954515471,20/10/2024,21-20-2024,"🚀 Bullish Alert 🚀

🏛️ Token: Morphware ($XMW)
📈 Signal: Buy
🎯 Targets:
TP1: $0.0625
TP2: $0.0850
🛑 Stop Loss: $0.0380
⏳ Timeline: 2-4 weeks

💡 Trade Tip:
$XMW’s AI/renewable energy narrative and 6.42% price surge align with growing demand for decentralized compute. Volume up 13.08% signals accumulation. Buy dips above $0.042, secure partial profits at TP1, and trail stops. Monitor Paraguay hydropower utilization and AI partnership announcements for momentum.",Morphware (XMW),morphware,0.0465,0.0465,0.0531,0.0544,0.0515,0.0625,0.085,0.038,,
AltcoinLevi,https://x.com/AltcoinLevi/status/1852708795429920791,02/11/2024,3-11-2024,"🚀 Bullish Alert 🚀

🏛️ Token: Wrapped QUIL ($QUIL)
📈 Signal: Buy
🎯 Targets:
TP1: $0.165
TP2: $0.200
🛑 Stop Loss: $0.120
⏳ Timeline: 1-2 weeks

💡 Trade Tip:
$QUIL’s privacy-focused narrative and 17.47% price surge align with growing demand for decentralized data solutions. Market cap up 29.70% despite volume dip suggests accumulation. Buy dips above $0.135, secure partial profits at TP1, and trail stops. Monitor adoption of its anti-censorship features and community growth for sustained momentum.",Wrapped QUIL (QUIL),wrapped-quil,0.1436,0.1436,0.1564,0.1504,0.0268,0.165,0.2,0.12,,
AltcoinLevi,https://x.com/AltcoinLevi/status/1856010386945748998,11/11/2024,12-11-2024,"🚀 Bullish Alert 🚀

🏛️ Token: Galileo Protocol (LEOX)
📈 Signal: Buy
🎯 Targets:
TP1: $0.37
TP2: $0.50
🛑 Stop Loss: $0.20
⏳ Timeline: 1-3 months

💡 Trade Tip:
LEOX’s RWA tokenization focus and dual-layer staking utilities align with growing demand for authenticated luxury asset markets. Strong momentum (+25.83% price surge) and low market cap ($4M) suggest high upside potential. Use volatility-adjusted stops and monitor volume trends for entry/exit confirmation.",LEOX (LEOX),leox,0.2499,0.2499,0.249,0.4613,0.0498,0.37,0.5,0.2,,
AltcoinLevi,https://x.com/AltcoinLevi/status/1863950959207956916,03/12/2024,4-12-2024,"🚀 Bullish Alert 🚀

🏛️ Token: Non-Playable Coin (NPC)
📈 Signal: Buy
🎯 Targets:
TP1: $0.06
TP2: $0.08
🛑 Stop Loss: $0.03
⏳ Timeline: 1-2 months

💡 Trade Tip:
NPC shows strong bullish momentum (+14.82% price surge) and high-volume growth (+34.50%). The tweet’s $500M market cap target implies ~54% upside from current levels. Use tight stops to manage volatility typical of meme coins, and watch for sustained volume above $16M daily to confirm upward momentum.",Non-Payable Coin (NPC),non-playable-coin,0.0403,0.0403,0.0404,0.0378,0.008,0.06,0.08,0.03,,
AltcoinLevi,https://x.com/AltcoinLevi/status/1864704126052929659,05/12/2024,6-12-2024,"🚀 Bullish Alert 🚀

🏛️ Token: lmeow (LMEOW)
📈 Signal: Buy
🎯 Targets:
TP1: $0.10
TP2: $0.15
🛑 Stop Loss: $0.045
⏳ Timeline: 1-3 months

💡 Trade Tip:
Strong holder conviction (untouched profits from $5M-$90M run) and meme-driven momentum suggest upside despite recent -1.52% dip. Rising volume (+29.04%) signals accumulation. Target $100M+ market cap aligns with tweet’s thesis. Use trailing stops to protect gains amid meme volatility.",lmeow (LMEOW),lmeow-2,0.0539,0.0539,0.0821,0.0574,0.0058,0.1,0.15,0.045,,
