Twitter Account,Tweet,Tweet Date,Signal Generation Date,Signal Message,Token Mentioned,Token ID,Price at Tweet,Highest price in a day,Highest price in a week,Highest price in a month,Current Price,TP1,TP2,SL,Exit Price,P&L
holdersignals,https://x.com/holdersignals/status/1902633410017018120,2025-03-20T08:08:48.000Z,2025-03-20T09:14:50.393Z,Buy,SLF,self-chain,0.26794081030399614,,,,0.26794081030399614,0.295,0.35,0.235,0.235,-12.29%
holdersignals,https://x.com/holdersignals/status/1902633410017018120,2025-03-20T08:08:48.000Z,2025-03-20T09:15:08.367Z,Buy,MDT,measurable-data-token,0.029144944288290824,,,,0.029144944288290824,0.035,0.045,0.024,0.026186281656033077,-10.15%
holdersignals,https://x.com/holdersignals/status/1902631279935508594,2025-03-20T08:00:20.000Z,2025-03-20T09:15:21.753Z,Buy,TUT,tutorial,0.04814278989775493,,,,0.04814278989775493,0.05,0.06,0.04,0.04,-16.91%
holdersignals,https://x.com/holdersignals/status/1902618561928925658,2025-03-20T07:09:48.000Z,2025-03-20T09:15:36.142Z,Buy,SLF,self-chain,0.26794081030399614,,,,0.26794081030399614,0.3,0.32,0.25,0.25,-6.70%
holdersignals,https://x.com/holdersignals/status/1902618561928925658,2025-03-20T07:09:48.000Z,2025-03-20T09:15:45.093Z,Buy,MDT,measurable-data-token,0.029144944288290824,,,,0.029144944288290824,0.032,0.035,0.0277,0.0277,-4.96%
CryptoDona7,https://x.com/CryptoDona7/status/1898009672998629454,2025-03-07T13:55:44.000Z,2025-03-20T09:16:27.801Z,Buy,NAKA,nakamoto-games,0.4164300249876579,,,,0.4149329847137492,0.5,0.6,0.37,0.37,-11.15%
CryptoDona7,https://x.com/CryptoDona7/status/1898008295903756416,2025-03-07T13:50:15.000Z,2025-03-20T09:16:45.034Z,Buy,CPOOL,clearpool,0.15456464852497112,,,,0.1531514892488978,0.17,0.2,0.14,0.14,-9.42%
CryptoDona7,https://x.com/CryptoDona7/status/1898004902028136546,2025-03-07T13:36:46.000Z,2025-03-20T09:17:02.226Z,Buy,ETC,ethereum-classic,20.003553989009735,,,,18.564924468230515,21.3,25,17,17,-15.02%
CryptoDona7,https://x.com/CryptoDona7/status/1902407689444950131,2025-03-19T17:11:52.000Z,2025-03-20T09:17:23.893Z,Buy,NAKA,nakachain,0,,,,0,0.0002,0.0003,0.00005,N/A,N/A
CryptoDona7,https://x.com/CryptoDona7/status/1902407689444950131,2025-03-19T17:11:52.000Z,2025-03-20T09:17:41.279Z,Buy,NAKA,nakamoto-games,0.4021635459821543,,,,0.4149329847137492,0.428,0.445,0.389,0.389,-3.27%
Johnbellopate,https://x.com/Johnbellopate/status/1902491420859974035,2025-03-19T22:44:35.000Z,2025-03-20T09:17:55.717Z,Buy,CPAL,chainpal,0.11438254108045391,,,,0.13606745521014207,0.371673,10,0.1,0.12282639568766518,7.38%
CryptoWizardd,https://x.com/CryptoWizardd/status/1898000464131613065,2025-03-07T13:19:08.000Z,2025-03-20T09:18:09.125Z,Buy,ZIG,zignaly,0.08839765311728418,,,,0.08552368251131263,0.0884,0.09,0.08,0.08,-9.50%
CryptoWizardd,https://x.com/cryptocevo/status/1897987188765155395,2025-03-07T12:26:23.000Z,2025-03-20T09:18:21.540Z,Buy,ZIG,zignaly,0.08839765311728418,,,,0.08552368251131263,0.18,1,0.07,0.08512713086396875,-3.70%
CryptoWizardd,https://x.com/cryptostasher/status/1898429528072126789,2025-03-08T17:44:05.000Z,2025-03-20T09:18:31.296Z,Buy,ZIG,zignaly,0.09352475191000759,,,,0.08552368251131263,0.12,0.17,0.075,0.08512713086396875,-8.98%
CryptoWizardd,https://x.com/CryptoWizardd/status/1898485768202371231,2025-03-08T21:27:33.000Z,2025-03-20T09:18:44.563Z,Hold,ETH,ethereum,2140.7498089428914,,,,2060.728601068271,2150,2240,1900,2017.265460184326,-5.77%
CryptoWizardd,https://x.com/CryptoWizardd/status/1898485768202371231,2025-03-08T21:27:33.000Z,2025-03-20T09:18:55.463Z,Buy,NPC,npc,0.000016037448841280575,,,,0.000016037448841280575,0.000024,0.00003,0.000012,0.000015067344027628124,-6.05%
CryptoWizardd,https://x.com/godinnesss/status/1898475838506778712,2025-03-08T20:48:06.000Z,2025-03-20T09:19:09.253Z,Buy,BTC,bitcoin,86773.33597555371,,,,86815.44109470697,90000,95000,82000,82000,-5.50%
CryptoWizardd,https://x.com/StonkChris/status/1902457033938362716,2025-03-19T20:27:57.000Z,2025-03-20T09:19:22.269Z,Buy,DOGE,dogecoin,0.16827610995428421,,,,0.17800348456939283,0.2,0.23,0.165,0.18171554074626908,7.99%
aixbt_agent,https://x.com/aixbt_agent/status/1898587051525865955,2025-03-09T04:10:01.000Z,2025-03-20T09:20:00.659Z,Hold,JTO,jito-governance-token,2.3252548438468175,,,,2.257037449910462,2.62,2.8,2.15,2.15,-7.54%
aixbt_agent,https://x.com/aixbt_agent/status/1898587052993864084,2025-03-09T04:10:02.000Z,2025-03-20T09:20:13.875Z,Buy,SOL,solana,136.88210638232243,,,,135.62276169425357,138,140,130.5,130.5,-4.66%
aixbt_agent,https://x.com/aixbt_agent/status/1902633490077941914,2025-03-20T08:09:07.000Z,2025-03-20T09:20:24.050Z,Buy,BTC,bitcoin,86815.44109470697,,,,86815.44109470697,89000,90000,84000,84000,-3.24%
CryptoReviewing,https://x.com/CryptoReviewing/status/1902432675798913123,2025-03-19T18:51:10.000Z,2025-03-20T09:20:38.474Z,Buy,ONDO,ondo-finance,0.8415565111328321,,,,0.8853287213537517,0.96,1.05,0.73,0.8649545792285066,2.78%
CryptoReviewing,https://x.com/CryptoReviewing/status/1902395516857487796,2025-03-19T16:23:30.000Z,2025-03-20T09:20:51.356Z,Buy,XRP,ripple,2.2893484606821164,,,,2.5520572493716633,3,3.5,2.3,N/A,N/A
CryptoReviewing,https://x.com/CryptoReviewing/status/1902389727925325982,2025-03-19T16:00:30.000Z,2025-03-20T09:21:03.573Z,Buy,QUBIC,qubic-network,0.0000012422087466712307,,,,0.000001262577727412426,0.000001388,0.000001515,0.0000011994,0.0000011994,-3.45%
CryptoReviewing,https://x.com/CryptoReviewing/status/1902389727925325982,2025-03-19T16:00:30.000Z,2025-03-20T09:21:13.670Z,Buy,XMR,monero,208.9343117318584,,,,207.3230441239914,215.5,225.75,195,221.99900849850383,6.25%
AltcoinSherpa,https://x.com/AltcoinSherpa/status/1898356764371730865,2025-03-08T12:54:57.000Z,2025-03-20T09:21:37.100Z,Buy,HYPE,hyperblast,0.004211425745571899,,,,0.00402480413605871,0.0048,0.0052,0.0038,0.0038,-9.77%
AltcoinSherpa,https://x.com/AltcoinSherpa/status/1898356764371730865,2025-03-08T12:54:57.000Z,2025-03-20T09:21:48.796Z,Buy,AAVE,aave,197.11108832942142,,,,183.31701447974075,200,225,170,170,-13.75%
AltcoinSherpa,https://x.com/AltcoinSherpa/status/1898356764371730865,2025-03-08T12:54:57.000Z,2025-03-20T09:22:03.990Z,Buy,ENA,ethena,0.4280843990351928,,,,0.3943771356044502,0.4028,0.4836,0.35,N/A,N/A
AltcoinSherpa,https://x.com/AltcoinSherpa/status/1898356764371730865,2025-03-08T12:54:57.000Z,2025-03-20T09:22:21.029Z,Buy,MKR,maker,1304.3437849983545,,,,1294.5821273408073,1400,1500,1200,1200,-8.00%
TheCryptoKazi,https://x.com/TheCryptoKazi/status/1902599960496927219,2025-03-20T05:55:53.000Z,2025-03-20T09:22:35.950Z,Buy,LENS,social-lens-ai,0,,,,0,3e-7,4.5e-7,1e-7,N/A,N/A
TheCryptoKazi,https://x.com/TheCryptoKazi/status/1902573848714686519,2025-03-20T04:12:08.000Z,2025-03-20T09:22:48.392Z,Buy,LENS,social-lens-ai,0,,,,0,0.000153283,0.000229925,0.000075001,N/A,N/A
TheCryptoKazi,https://x.com/TheCryptoKazi/status/1902573848714686519,2025-03-20T04:12:08.000Z,2025-03-20T09:23:05.184Z,Hold,AKA,she-rises,0.0015533273750884295,,,,0.0015533273750884295,0.002,0.003,0.001,0.0016217400923083142,4.40%
dippy_eth,https://x.com/dippy_eth/status/1887125294521127160,2025-02-05T13:05:05.000Z,2025-03-20T09:23:19.212Z,Hold,LOCKIN,lock-in,0.019540501859684624,,,,0.0061273390541619135,0.00735,0.00858,0.00521,N/A,N/A
dippy_eth,https://x.com/dippy_eth/status/1887125294521127160,2025-02-05T13:05:05.000Z,2025-03-20T09:23:29.327Z,Hold,NODE,nodez,0.0006055932291769373,,,,0,0,0,,N/A,N/A
dippy_eth,https://x.com/dippy_eth/status/1887125294521127160,2025-02-05T13:05:05.000Z,2025-03-20T09:23:38.781Z,Buy,CPAL,chainpal,0.18151466565531868,,,,0.13606745521014207,0.1815,0.205,0.118,N/A,N/A
dippy_eth,https://x.com/dippy_eth/status/1887125294521127160,2025-02-05T13:05:05.000Z,2025-03-20T09:23:57.914Z,Buy,BERRY,berry,0.00022694734551311938,,,,0.00014827536386872564,0.000222,0.000307,0.00012,N/A,N/A
dippy_eth,https://x.com/dippy_eth/status/1887125294521127160,2025-02-05T13:05:05.000Z,2025-03-20T09:24:09.705Z,Buy,HEDGE,hedgefi,0.0004242952928509603,,,,0.000340893060655367,0.000681786,0.001022679,0.000306804,0.000306804,-27.69%
dippy_eth,https://x.com/dippy_eth/status/1902492810735186085,2025-03-19T22:50:07.000Z,2025-03-20T09:24:22.297Z,Buy,ALCH,alchemist-ai,0.06476127740483242,,,,0.0616014772828309,0.0748,0.11,0.059,0.059,-8.90%
Steve_Cryptoo,https://x.com/Steve_Cryptoo/status/1902394954883682609,2025-03-19T16:21:16.000Z,2025-03-20T09:24:37.461Z,Buy,ZIG,zignaly,0.08332613939091653,,,,0.08552368251131263,0.09,0.095,0.075,0.08965429901861105,7.59%
Steve_Cryptoo,https://x.com/CryptoWizardd/status/1902382953449083183,2025-03-19T15:33:35.000Z,2025-03-20T09:24:45.020Z,Buy,NPC,npc,0.00001530467838358703,,,,0.000016037448841280575,0.0000165,0.0000175,0.000015,0.000015,-1.99%
Steve_Cryptoo,https://x.com/Steve_Cryptoo/status/1902381082906902616,2025-03-19T15:26:09.000Z,2025-03-20T09:24:54.621Z,Hold,ASTRA,astraai,0.7687334631343111,,,,0.7192691289691169,0.768,0.815,0.68,N/A,N/A
BenjiGanar,https://x.com/BenjiGanar/status/1902374972560937228,2025-03-19T15:01:52.000Z,2025-03-20T09:25:05.806Z,Buy,KTA,keeta,0.13707417329395047,,,,0.14579454274305745,0.160374,0.170663,0.1385,N/A,N/A
cryptoo_doctor,https://x.com/rovercrc/status/1902303841896267824,2025-03-19T10:19:13.000Z,2025-03-20T09:25:18.377Z,Hold,USDT,tether,0.9997951704482085,,,,1.0002512445330827,1.0005,1.001,0.9995,0.9995,-0.03%
cryptostasher,https://x.com/cryptostasher/status/1902669052092276789,2025-03-20T10:30:26.000Z,2025-03-20T15:00:15.225Z,Hold,ETH,ethereum,2060.728601068271,,,,2060.728601068271,2200,2350,1800,1907.031912820126,-7.46%
CryptoGemRnld,https://x.com/CryptoGemRnld/status/1902658363609211328,2025-03-20T09:47:58.000Z,2025-03-20T15:00:33.848Z,Buy,FTON,fanton-token,0.0009601902129039629,,,,0.0009601902129039629,0.00125,0.00154,0.00082,0.0010197051354856022,6.20%
holdersignals,https://x.com/holdersignals/status/1902685342341202212,2025-03-20T11:35:10.000Z,2025-03-20T15:01:43.649Z,Buy,DSYNC,destra-network,0.14752594242957276,,,,0.14752594242957276,0.18,0.2,0.13,0.13907736353114222,-5.73%
holdersignals,https://x.com/holdersignals/status/1902677607113756717,2025-03-20T11:04:26.000Z,2025-03-20T15:01:56.118Z,Buy,JUV,juventus-fan-token,1.1205051499894194,,,,1.1205051499894194,1.46,1.86,0.912,1.109628214847209,-0.97%
aixbt_agent,https://x.com/aixbt_agent/status/1902693979466166588,2025-03-20T12:09:29.000Z,2025-03-20T15:02:19.031Z,Buy,BNB,binancecoin,619.5659214134856,,,,619.5659214134856,640,670,600,628.1401328630702,1.38%
aixbt_agent,https://x.com/aixbt_agent/status/1902693979466166588,2025-03-20T12:09:29.000Z,2025-03-20T15:02:28.238Z,Sell,SOL,solana,135.62276169425357,,,,135.62276169425357,130,125,140,N/A,N/A
AltcoinSherpa,https://x.com/AltcoinSherpa/status/1902682198622318932,2025-03-20T11:22:40.000Z,2025-03-20T15:04:23.192Z,Hold,ARC,arcade-2,0.011060163787603527,,,,0.011060163787603527,0.01161,0.01216,0.0105,0.0105,-5.06%
dippy_eth,https://x.com/dippy_eth/status/1902680894751600918,2025-03-20T11:17:30.000Z,2025-03-20T15:04:37.660Z,Hold,NIMO,nimoai,0,,,,0,0,0,,0.0001334849811872427,Infinity%
BenjiGanar,https://x.com/HIBTGlobal/status/1902599957699600443,2025-03-20T05:55:53.000Z,2025-03-20T15:04:55.949Z,Buy,VIRAL,viralmind,0.006877991347273441,,,,0.006877991347273441,0.0075,0.008,0.0065,0.0065,-5.50%
cryptoo_doctor,https://x.com/Vivek4real_/status/1902681949715480860,2025-03-20T11:21:41.000Z,2025-03-20T15:05:56.325Z,Buy,BTC,bitcoin,86815.44109470697,,,,86815.44109470697,91405,95605,77065,85137.62391965232,-1.93%
cryptoo_doctor,https://x.com/cryptoo_doctor/status/1902682529884262568,2025-03-20T11:23:59.000Z,2025-03-20T15:06:15.385Z,Buy,INJ,injective-protocol,10.26004065855622,,,,10.26004065855622,12.5,14.8,9.25,9.638140535550265,-6.06%
AltcoinLevi,https://x.com/AltcoinLevi/status/1902379715274445126,2025-03-19T15:20:43.000Z,2025-03-20T15:06:54.178Z,Buy,XMW,morphware,0.061530996818515114,,,,0.06660338191124153,0.1,0.15,0.05,0.060560358467582835,-1.58%
AltcoinLevi,https://x.com/AltcoinLevi/status/1902398500140167295,2025-03-19T16:35:21.000Z,2025-03-20T15:07:11.302Z,Buy,NPC,npc,0.00001530467838358703,,,,0.000016037448841280575,0.000018,0.00002,0.000015,0.000015,-1.99%
AltcoinLevi,https://x.com/AltcoinLevi/status/1902398500140167295,2025-03-19T16:35:21.000Z,2025-03-20T15:07:23.949Z,Buy,NPC,non-playable-coin,0.009394479715103318,,,,0.010267072618493332,0.0123,0.0138,0.0087,0.015274094200249477,62.59%
CryptoSlate,https://x.com/CryptoSlate/status/1902910536020529614,2025-03-21T02:30:00.000Z,2025-03-21T06:00:17.881Z,Buy,BTC,bitcoin,84270.84358966233,,,,84270.84358966233,87500,88500,75000,85137.62391965232,1.03%
holdersignals,https://x.com/holdersignals/status/1902738629572882571,2025-03-20T15:06:55.000Z,2025-03-21T06:00:34.557Z,Buy,AUCTION,auction,40.199930053057614,,,,45.642670478442746,50,60,39.5,39.5,-1.74%
CryptoDona7,https://x.com/CryptoDona7/status/1902768299244499249,2025-03-20T17:04:48.000Z,2025-03-21T06:00:48.337Z,Hold,VIRAL,viralmind,0.006877991347273441,,,,0.005806863021728466,0.0068,0.0075,0.0052,N/A,N/A
CryptoDona7,https://x.com/CryptoDona7/status/1902744509164728810,2025-03-20T15:30:16.000Z,2025-03-21T06:00:59.935Z,Sell,PAAL,paal-ai,0.11133738031350623,,,,0.11183843147997337,0.1,0.05,0.12,N/A,N/A
CryptoDona7,https://x.com/CryptoDona7/status/1902726277439660423,2025-03-20T14:17:50.000Z,2025-03-21T06:01:15.919Z,Buy,NPC,npc,0.000016037448841280575,,,,0.000014883321973727026,0.013,0.028,0.000012,0.000015067344027628124,-6.05%
CryptoDona7,https://x.com/CryptoDona7/status/1902724268229566926,2025-03-20T14:09:51.000Z,2025-03-21T06:01:28.485Z,Buy,BTC,bitcoin,86815.44109470697,,,,84270.84358966233,92000,95000,80000,85137.62391965232,-1.93%
CryptoWizardd,https://x.com/DevKhabib/status/1902708910529622025,2025-03-20T13:08:49.000Z,2025-03-21T06:01:48.990Z,Hold,BANANA,banana,0.13388118117849943,,,,0.11134883642206587,0.13,0.15,0.1,N/A,N/A
aixbt_agent,https://x.com/aixbt_agent/status/1902935309295473002,2025-03-21T04:08:27.000Z,2025-03-21T06:02:57.312Z,Buy,VVV,venice-token,3.3333056116044784,,,,3.3333056116044784,3.5,4,3.2,3.2,-4.00%
AltcoinSherpa,https://x.com/AltcoinSherpa/status/1902872565271630054,2025-03-20T23:59:07.000Z,2025-03-21T06:03:11.860Z,Buy,BANANA,banana,0.13388118117849943,,,,0.11134883642206587,0.13,0.15,0.1,N/A,N/A
TheCryptoKazi,https://x.com/TheCryptoKazi/status/1902867650591527060,2025-03-20T23:39:36.000Z,2025-03-21T06:03:29.435Z,Buy,DIONE,dione,0.0027313889029728852,,,,0.002481723130427842,0.005,0.008,0.002,0.0024018572924922803,-12.06%
TheCryptoKazi,https://x.com/TheCryptoKazi/status/1902867650591527060,2025-03-20T23:39:36.000Z,2025-03-21T06:03:41.951Z,Hold,HTR,hathor,0.024644372499936184,,,,0.023824941686778078,0.0302,0.0349,0.01969,0.024454468841042413,-0.77%
TheCryptoKazi,https://x.com/TheCryptoKazi/status/1902867650591527060,2025-03-20T23:39:36.000Z,2025-03-21T06:03:53.670Z,Buy,KDA,kadena,0.4962519426810813,,,,0.4759319402328616,0.5,0.6,0.45,0.49168531558855416,-0.92%
dippy_eth,https://x.com/dippy_eth/status/1902824751774486788,2025-03-20T20:49:08.000Z,2025-03-21T06:04:18.283Z,Hold,BID,bidao,0.00036579096015186216,,,,0.00035208017299056263,0.0004,0.00045,0.0003,0.00033628154585524253,-8.07%
dippy_eth,https://x.com/dippy_eth/status/1902824751774486788,2025-03-20T20:49:08.000Z,2025-03-21T06:04:31.393Z,Buy,BID,creatorbid,0.059453844225526756,,,,0.0841337937088869,0.1,0.15,0.06,N/A,N/A
Steve_Cryptoo,https://x.com/Steve_Cryptoo/status/1902759837005467831,2025-03-20T16:31:11.000Z,2025-03-21T06:04:48.405Z,Buy,ZIG,zignaly,0.08552368251131263,,,,0.08181904545021479,0.085,0.09,0.075,N/A,N/A
Steve_Cryptoo,https://x.com/Steve_Cryptoo/status/1902724285052916028,2025-03-20T14:09:55.000Z,2025-03-21T06:04:57.726Z,Hold,BTC,bitcoin,86815.44109470697,,,,84270.84358966233,87305,90792,80065,85137.62391965232,-1.93%
Steve_Cryptoo,https://x.com/Steve_Cryptoo/status/1902724285052916028,2025-03-20T14:09:55.000Z,2025-03-21T06:05:16.023Z,Buy,XRP,ripple,2.5520572493716633,,,,2.4346891248225995,2.6,2.7,2.25,2.25,-11.84%
RiddlerDeFi,https://x.com/RiddlerDeFi/status/1902753161456308486,2025-03-20T16:04:39.000Z,2025-03-21T06:06:10.754Z,Buy,ETH,ethereum,2060.728601068271,,,,1980.831780524645,2050,2145,1875,N/A,N/A
RiddlerDeFi,https://x.com/RiddlerDeFi/status/1902736713526682060,2025-03-20T14:59:18.000Z,2025-03-21T06:06:23.171Z,Buy,TWT,trust-wallet-token,0.9087064487248804,,,,0.894446849540882,0.91,0.93,0.87,0.9087298080701152,0.00%
holdersignals,https://x.com/holdersignals/status/1903006260859154862,2025-03-21T08:50:23.000Z,2025-03-21T09:00:29.181Z,Buy,MLN,melon,9.376329145361652,,,,9.376329145361652,10,10.5,8.5,8.5,-9.35%
holdersignals,https://x.com/holdersignals/status/1903002656811126826,2025-03-21T08:36:04.000Z,2025-03-21T09:00:39.705Z,Buy,MLN,melon,9.376329145361652,,,,9.376329145361652,11,15,8.5,8.5,-9.35%
holdersignals,https://x.com/holdersignals/status/1902999366824235056,2025-03-21T08:22:59.000Z,2025-03-21T09:00:53.551Z,Buy,MLN,melon,9.376329145361652,,,,9.376329145361652,9.75,10.5,8.95,8.95,-4.55%
holdersignals,https://x.com/holdersignals/status/1902999366824235056,2025-03-21T08:22:59.000Z,2025-03-21T09:01:11.069Z,Buy,FARM,farm,0.00005463197335464619,,,,0.00005463197335464619,0.0001,0.00015,0.00004,0.000057191641643632156,4.69%
holdersignals,https://x.com/holdersignals/status/1902964179235127646,2025-03-21T06:03:10.000Z,2025-03-21T09:01:24.220Z,Buy,DATA,data-bot,0.0009666273218080393,,,,0.0009666273218080393,0.001063,0.00116,0.000918,0.0009987278285207555,3.32%
CryptoGemRnld,https://x.com/CryptoGemRnld/status/1903105457016947071,2025-03-21T15:24:33.000Z,2025-03-21T18:00:14.042Z,Buy,TRISIG,tri-sigma,0.004129177669753301,,,,0.004129177669753301,0.005,0.006,0.0038,0.0038,-7.97%
CryptoGemRnld,https://x.com/CryptoGemRnld/status/1903105457016947071,2025-03-21T15:24:33.000Z,2025-03-21T18:00:27.408Z,Buy,FTON,fanton-token,0.0010834403923594056,,,,0.0010834403923594056,0.00119,0.0013,0.0009,0.0009,-16.93%
CryptoGemRnld,https://x.com/CryptoGemRnld/status/1903105457016947071,2025-03-21T15:24:33.000Z,2025-03-21T18:00:36.466Z,Hold,WSDM,wisdomise,0.004801008795744343,,,,0.004801008795744343,0.0055,0.0068,0.0043,0.004833060122355774,0.67%
KAPOTHEGOAT01,https://x.com/KAPOTHEGOAT01/status/1903083547180564611,2025-03-21T13:57:29.000Z,2025-03-21T18:00:58.677Z,Buy,ANKR,ankr,0.017971672584159146,,,,0.017971672584159146,0.02,0.025,0.015,0.020258406240661105,12.72%
CryptoSlate,https://x.com/CryptoSlate/status/1903131579628786038,2025-03-21T17:08:21.000Z,2025-03-21T18:01:15.622Z,Buy,TORN,tornado-cash,8.365854129802903,,,,8.365854129802903,9.77,10.5,7.5,11.919701972425466,42.48%
CryptoSlate,https://x.com/CryptoSlate/status/1903123411976556575,2025-03-21T16:35:54.000Z,2025-03-21T18:01:27.161Z,Hold,ORCA,orca,1.5593892881303895,,,,1.5593892881303895,2,2.5,1.3,2.8457883729732383,82.49%
CryptoSlate,https://x.com/CryptoSlate/status/1903123411976556575,2025-03-21T16:35:54.000Z,2025-03-21T18:01:36.125Z,Buy,ZRO,layerzero,2.6380732784546392,,,,2.6380732784546392,2.75,2.88,2.5,2.8715113990012746,8.85%
CryptoSlate,https://x.com/CryptoSlate/status/1903123411976556575,2025-03-21T16:35:54.000Z,2025-03-21T18:01:47.195Z,Hold,ACH,alchemy-pay,0.02430073422227586,,,,0.02430073422227586,0.026,0.028,0.022,0.026243292260777158,7.99%
CryptoSlate,https://x.com/CryptoSlate/status/1903096761373397312,2025-03-21T14:50:00.000Z,2025-03-21T18:02:00.332Z,Hold,BTC,bitcoin,84270.84358966233,,,,84270.84358966233,86000,88960,80065,85137.62391965232,1.03%
holdersignals,https://x.com/holdersignals/status/1903106761743274035,2025-03-21T15:29:44.000Z,2025-03-21T18:02:16.664Z,Buy,DEGO,dego-finance,1.8583458574689569,,,,1.8583458574689569,1.945,2,1.75,1.823942225584011,-1.85%
aixbt_agent,https://x.com/aixbt_agent/status/1903124528391393499,2025-03-21T16:40:20.000Z,2025-03-21T18:02:48.071Z,Buy,PENGU,penguiana,0.0001530324424653665,,,,0.0001530324424653665,0.007,0.0093,0.0055,N/A,N/A
aixbt_agent,https://x.com/aixbt_agent/status/1903124528391393499,2025-03-21T16:40:20.000Z,2025-03-21T18:03:01.819Z,Buy,PENGU,pudgy-penguins,0.006445173591047812,,,,0.006445173591047812,0.0071,0.0095,0.005,0.006547573829396548,1.59%
CryptoReviewing,https://x.com/CryptoReviewing/status/1903116142543012088,2025-03-21T16:07:01.000Z,2025-03-21T18:03:16.435Z,Buy,RENDER,render-token,3.3260481383620086,,,,3.3260481383620086,3.64,4.23,3.07,3.9236240474337407,17.97%
AltcoinSherpa,https://x.com/AltcoinSherpa/status/1903124620166697411,2025-03-21T16:40:42.000Z,2025-03-21T18:03:30.288Z,Hold,BTC,bitcoin,84270.84358966233,,,,84270.84358966233,88000,90000,80000,85137.62391965232,1.03%
AltcoinSherpa,https://x.com/AltcoinSherpa/status/1903105950472396993,2025-03-21T15:26:31.000Z,2025-03-21T18:03:42.459Z,Hold,LAYER,solayer,1.0738042252834605,,,,1.0738042252834605,1,0.95,1.1,N/A,N/A
AltcoinSherpa,https://x.com/AltcoinSherpa/status/1903105950472396993,2025-03-21T15:26:31.000Z,2025-03-21T18:03:54.163Z,Hold,LAYER,unilayer,0.022286516718528472,,,,0.022286516718528472,0.022286,0.022286,0.0223,N/A,N/A
AltcoinSherpa,https://x.com/AltcoinSherpa/status/1903104403571150865,2025-03-21T15:20:22.000Z,2025-03-21T18:04:06.314Z,Buy,IP,story-2,5.506263970638539,,,,5.506263970638539,5.75,6.02,5.25,5.25,-4.65%
AltcoinSherpa,https://x.com/AltcoinSherpa/status/1903104403571150865,2025-03-21T15:20:22.000Z,2025-03-21T18:04:17.041Z,Hold,BERA,berachain-bera,6.065033480069972,,,,6.065033480069972,6.3,6.5,5.85,7.714137378895793,27.19%
TheCryptoKazi,https://x.com/TheCryptoKazi/status/1903105969074115029,2025-03-21T15:26:35.000Z,2025-03-21T18:04:36.923Z,Buy,LENS,social-lens-ai,0,,,,0,1.533e-15,1.8e-15,1.2e-15,N/A,N/A
dippy_eth,https://x.com/dippy_eth/status/1903100977248399429,2025-03-21T15:06:45.000Z,2025-03-21T18:04:52.146Z,Buy,SPX,spx6900,0.4397519928235305,,,,0.4397519928235305,0.68,1,0.4,0.5670027714616296,28.94%
Steve_Cryptoo,https://x.com/Steve_Cryptoo/status/1903092776620683766,2025-03-21T14:34:10.000Z,2025-03-21T18:05:21.868Z,Buy,ALGO,algorand,0.19533089207178186,,,,0.19533089207178186,0.198,0.208,0.185,0.20690234772137014,5.92%
RiddlerDeFi,https://x.com/RiddlerDeFi/status/1903051575486189803,2025-03-21T11:50:27.000Z,2025-03-21T18:05:41.289Z,Buy,HYPE,hyperblast,0.0038486261057252913,,,,0.0038486261057252913,0.005,0.007,0.003,0.0040722751451628325,5.81%
RiddlerDeFi,https://x.com/RiddlerDeFi/status/1903051575486189803,2025-03-21T11:50:27.000Z,2025-03-21T18:05:51.388Z,Buy,HYPE,hyperliquid,14.19887122646534,,,,14.19887122646534,15.36,20,12.89,15.56412915937804,9.62%
RiddlerDeFi,https://x.com/RiddlerDeFi/status/1903051575486189803,2025-03-21T11:50:27.000Z,2025-03-21T18:06:01.753Z,Buy,HYPE,hyperbolic-protocol,0.003825366971375238,,,,0.003825366971375238,0.0065,0.0098,0.0027,0.0036929065499661973,-3.46%
RiddlerDeFi,https://x.com/RiddlerDeFi/status/1903051575486189803,2025-03-21T11:50:27.000Z,2025-03-21T18:06:16.127Z,Buy,HYPE,superrarebears-hype,2.0325526971276353e-7,,,,2.0325526971276353e-7,2.5e-7,3e-7,1.5e-7,1.9252720709548337e-7,-5.28%
RiddlerDeFi,https://x.com/RiddlerDeFi/status/1903051575486189803,2025-03-21T11:50:27.000Z,2025-03-21T18:06:31.346Z,Buy,S,s,0,,,,0,0.5,1,0.1,N/A,N/A
RiddlerDeFi,https://x.com/RiddlerDeFi/status/1903051575486189803,2025-03-21T11:50:27.000Z,2025-03-21T18:06:42.102Z,Buy,S,agent-s,0.0002718767408358424,,,,0.0002718767408358424,0.00035,0.00045,0.00024,0.00024,-11.72%
RiddlerDeFi,https://x.com/RiddlerDeFi/status/1903051575486189803,2025-03-21T11:50:27.000Z,2025-03-21T18:06:53.015Z,Buy,S,sonic-3,0.5113789478505583,,,,0.5113789478505583,0.61,0.7,0.43,0.5642424490105248,10.34%
RiddlerDeFi,https://x.com/RiddlerDeFi/status/1903051575486189803,2025-03-21T11:50:27.000Z,2025-03-21T18:07:07.467Z,Hold,S,soperme,0,,,,0,0,0,,0.00012021388321019928,Infinity%
RiddlerDeFi,https://x.com/WatcherGuru/status/1902808173745963256,2025-03-20T19:43:15.000Z,2025-03-21T18:07:16.546Z,Buy,BTC,bitcoin,86815.44109470697,,,,84270.84358966233,85000,87500,83000,N/A,N/A
